Name,Notes
zafferano-collector-edition,"['bitter orange', ' mandarin orange', ' coriander', ' bergamot', 'saffron', ' geranium', ' rose', ' orange blossom', ' jasmine sambac']"
aqua-universalis-cologne-forte,"['bergamot', 'sweet pea', ' mock orange']"
mango-manga,"['mango', ' orange', 'ylang-ylang', ' jasmine', ' neroli']"
intensa,"['apple', ' citruses', 'floral fruity notes']"
xtreme-xplosion,"['cardamom', ' cinnamon', ' mandarin orange', ' bergamot', 'mimosa', ' jasmine', ' sage', ' sandalwood']"
alaska,"['bergamot', ' grapefruit', ' pineapple', ' melon', 'lavender', ' jasmine']"
intense,"['juniper', ' green notes', 'violet', ' cardamom', ' mint', ' jasmine']"
oh-my-deer,"['black pepper', ' sichuan pepper', ' aldehydes', 'metallic notes', ' lily-of-the-valley']"
citrus-paradisi-cologne,"['grapefruit', ' spices', ' green notes', 'oakmoss', ' coriander', ' pepper']"
kashaf,"['rose', 'black currant', ' raspberry', ' saffron']"
cassandra-bleu,"['bergamot', 'ylang-ylang', ' rose']"
fairy-dust,"['peony', ' orange blossom', 'gardenia', ' peach', ' lotus']"
luxurious-peony,"['peony', ' lemon', ' litchi', 'rose', ' pink pepper', ' freesia']"
chocolate-wasted,"['dark chocolate', ' cacao pod', 'rum', ' coffee', ' brown sugar']"
inspire,"['honeysuckle', ' cyclamen', ' jasmine', ' gardenia', ' peony', ' carnation', ' violet', 'lily-of-the-valley', ' lemon', ' bergamot', ' melon']"
black-mafia,"['green notes', 'woody notes', ' tobacco', ' coffee']"
musk-al-ghazal,"['lavender', ' chrysanthemum', ' hibiscus seed', 'geranium', ' ambrette (musk mallow)']"
juice,"['violet leaf', ' raspberry', ' strawberry', 'bulgarian rose', ' cyclamen']"
mon-petit,"['marshmallow', ' anise', 'lime (linden) blossom', ' freesia', ' orange blossom']"
dark-wash,"['sesame', 'watery notes']"
mustang-for-men-eau-de-toilette,"['grapefruit', ' lemon zest', ' tarragon', 'lavender', ' mint', ' galbanum']"
for-woman,"['pink pepper', ' apple blossom', 'freesia', ' jasmine', ' rose']"
vamp-black,"['cinnamon', ' rose', ' black pepper', 'wild berries', ' jasmine', ' labdanum', ' sandalwood']"
uefa-champions-league-dare-edition,"['mint', ' sicilian bergamot', ' elemi', 'cardamom', ' lavender', ' african geranium']"
almost-a-virgin,"['red berries', ' apple', ' pink pepper', 'rose', ' geranium']"
mi-scusi,"['melon', ' peach', ' lemon', 'rose', ' orange blossom', ' raspberry']"
lemon-island,"['lemon', 'indian jasmine']"
cafe-pop,"['pear', ' freesia', ' black currant', 'peony', ' jasmine', ' lily-of-the-valley']"
no-13-fever,"['juniper', ' pepper', ' bergamot', ' lemon', 'pine tree needles', ' incense', ' orris']"
princesse-de-coeur,"['aldehydes', ' carrot', ' bergamot', 'rose', ' iris', ' amberwood']"
mango-touch,"['mango', ' grapefruit', ' water notes', 'peach', ' raspberry']"
oltre,"['pine', 'lily-of-the-valley']"
minsk,"['bergamot', ' mandarin orange', ' orange', 'rosemary', ' pepper', ' palisander rosewood']"
cafe-vert,"['grapefruit', ' mandarin orange', 'cyclamen', ' geranium', ' jasmine']"
sheer-delight,"['italian lemon', ' mandarin orange', ' pear', 'peony', ' orange blossom', ' lily-of-the-valley']"
instinct-forbidden,"['lemon peel', 'red berries', ' gardenia', ' violet']"
today-tomorrow-always-diamond,"['hyacinth', ' african orange flower', ' stephanotis', 'narcissus', ' orchid', ' arum lily']"
quixotic,"['grapefruit', ' aldehydes', ' green notes', ' geranium', ' pepper', 'lemon', ' jasmine', ' lily-of-the-valley', ' apricot', ' freesia', ' birch leaf', ' cardamom', ' rose']"
jacqueline,"['green almond', ' mate', ' green notes', 'lavender', ' violet leaves', ' freesia']"
oud-mood-elixir,"['saffron', ' nutmeg', ' cinnamon', 'agarwood (oud)', ' suede', ' sandalwood']"
the-italian-artists-of-via-solferino,"['yuzu', ' mate', ' mineral notes', 'magnolia', ' peony', ' osmanthus', ' ginger']"
don-t-tell-jasmine,"['lemon', ' kir royal', 'jasmine']"
friends-world-for-him,"['clary sage', 'ivy']"
in-red-blooming-passion,"['red apple', ' red fruits', ' rhubarb', ' mango', 'jasmine', ' violet', ' lily-of-the-valley']"
te-verde,"['tea', ' bamboo', ' yuzu', ' mint', 'african orange flower', ' cardamom', ' holly', ' coriander', ' freesia']"
paradise-flowers,"['black currant', ' bergamot', 'jasmine']"
charmante,"['black currant', ' mandarin leaf', ' orange', ' pitahaya', ' pear', 'rose', ' jasmine', ' raspberry']"
fortunata,"['red apple', ' calabrian mandarin', 'cherry', ' orris root', ' orchid', ' gardenia', ' rose']"
mon-roi,"['lavender', ' mango', ' pineapple', ' bergamot', ' lemon', ' mandarin orange', 'fruity notes', ' mint', ' violet', ' cloves', ' geranium', ' carnation', ' jasmine', ' rose']"
kaori,"['sea water', ' black currant leaf', ' bamboo', ' bergamot', ' grapefruit', 'water lily', ' cherry blossom', ' magnolia', ' tea rose']"
amazing,"['peach', ' mandarin orange', 'water lily', ' lily-of-the-valley', ' tuberose', ' rose']"
realist,"['lemon', ' bergamot', ' yuzu', ' pepper', 'petitgrain', ' sea notes', ' cedar', ' black tea', ' rose']"
black-lace,"['tea', ' bergamot', ' red berries', 'rose', ' violet', ' water lily', ' cyclamen', ' african orange flower']"
symphonie-d-amour,"['black currant', ' apple', ' orange', ' bergamot', ' lemon', 'caramel', ' white woods', ' mint', ' jasmine', ' anise', ' green notes']"
bukhoor,"['woody notes', 'smoke']"
kasar,"['citruses', 'saffron', ' nutmeg', ' cinnamon']"
refocus,"['aldehydes', ' incense', 'patchouli', ' guaiac wood', ' cedar']"
fougere,"['lime', ' basil', 'pineapple', ' neroli', ' geranium']"
dilis-classic-collection-no-1,"['violet', ' jasmine', ' narcissus', ' lily-of-the-valley', ' rose', ' bergamot', ' peach', 'aldehydes', ' rosemary', ' tuberose']"
homme,"['coriander', ' citruses', ' cardamom', 'iris']"
secret-fantasy-kiss,"['blackberry', ' mango', ' green apple', 'magnolia', ' rose petals', ' violet']"
vanille-malika,"['incense', ' pink pepper', ' litchi', 'bourbon vanilla', ' madagascar vanilla']"
liquide-2020,"['black pepper', ' bergamot', ' cardamom', ' labdanum', 'henna', ' metallic notes', ' ozonic notes', ' iris']"
glacier,"['mint', ' lemon', ' bergamot', ' watermelon', ' pineapple', 'lavender', ' rosemary', ' woody notes', ' tarragon', ' juniper', ' black currant']"
casual-2-oksana-robski,"['green notes', ' citruses', ' orange', 'ylang-ylang', ' jasmine', ' rose']"
tantra-tantra,"['orange', ' bergamot', 'jasmine', ' rose']"
athena,"['neroli', ' coconut', ' peach', 'cherry', ' dark chocolate', ' jasmine']"
jardin-de-bali,"['cloves', ' bergamot', 'tuberose', ' ylang-ylang']"
ungaro-for-her,"['grapefruit', ' mandarin orange', ' pink pepper', 'rose', ' jasmine', ' hibiscus']"
clean-fragrance,"['lime', ' pink grapefruit', ' orange', ' bergamot', ' orange blossom', ' wild berries', 'lavender', ' lily', ' violet', ' jasmine', ' passion flower', ' damask rose']"
kenzo-world,"['red fruits', 'peony', ' floral notes', ' egyptian jasmine']"
under-the-stars,"['black pepper', 'leather']"
leader,"['clary sage', 'lavender']"
all-or-nothing-unique-accord-1,"['freesia', ' jasmine', ' peony', 'musk', ' floral notes', ' whipped cream']"
lovely-me,"['apple', ' raspberry', ' bergamot', 'jasmine', ' tuberose', ' orange blossom']"
the-queen-of-spades-classic,"['melon', ' magnolia', ' citruses', 'lily-of-the-valley', ' jasmine', ' violet']"
un-jardin-mystique,"['citron', ' mint', ' bergamot', ' marigold', ' mandarin orange', 'lily-of-the-valley', ' magnolia', ' rose']"
berriessence,"['forest fruits', ' blackberry', ' litchi', 'sorbet', ' raspberry', ' violet', ' rose petals']"
passiflora,"['green notes', 'passion flower']"
supergreen,"['mint', ' geranium', ' cloves', ' lemon', ' damask rose', 'peony', ' sandalwood', ' saffron', ' berry fruits', ' amber', ' incense']"
rosso-epicureo,"['plum', ' black currant', ' sichuan pepper', ' artemisia', ' bitter orange', ' bergamot', 'tuberose', ' ylang-ylang', ' damask rose', ' orange blossom', ' jasmine']"
donna-blooming-flowers,"['peony', ' lily-of-the-valley', 'iris', ' jasmine']"
sol-la,"['italian lemon', ' pine tree', ' rosemary', ' eucalyptus', ' orange', ' lavender', ' sicilian bergamot', ' neroli essence', 'petitgrain', ' pink pepper', ' ylang-ylang']"
osmo-scents-encens-epice,"['resin', 'spicy notes', ' tobacco']"
corvina-negra,"['violet', 'seaweed']"
morning-star,"['plum', ' blackberry', ' mandarin orange', 'osmanthus', ' creamy flowers', ' rose', ' jasmine', ' tuberose']"
gelsomino-notturno,"['raspberry', ' pear', ' strawberry', ' bergamot', 'night blooming jasmine', ' peony']"
crystal-love-for-him,"['bergamot', ' vanilla', ' orange', 'musk', ' ice cream', ' cherry']"
v-for-victory-gold,"['madagascar pepper', 'coriander extract']"
powerful-flowers-lila,"['green notes', 'lily']"
ck-free-blue,"['lavender', ' mint', ' mandarin orange', 'water notes', ' green notes', ' cardamom', ' nutmeg']"
red-door,"['rose', ' orange blossom', ' plum', ' violet', ' peach', ' anise', 'honey', ' carnation', ' rose', ' tuberose', ' ylang-ylang', ' jasmine', ' lily', ' lily-of-the-valley', ' freesia', ' orchid']"
givenchy-pour-homme-silver-edition,"['elemi', ' bergamot', ' grapefruit', 'sequoia', ' violet leaf']"
lail-maleki,"['fruity notes', ' citruses', ' spicy notes', 'jasmine', ' honey', ' gardenia', ' orchid']"
bois-fuchsia,"['cassis', ' iris', 'raspberry', ' litchi', ' rose']"
signorina-unica,"['mandarin orange', ' sea notes', ' sugar cane', ' bergamot', 'violet', ' cashmere wood', ' black currant', ' azalea']"
chiffon,"['white flowers', ' geranium', ' ylang-ylang', ' plum', 'tuberose', ' cedar', ' patchouli']"
ice,"['water notes', ' grapefruit', ' mandarin orange', 'melon', ' freesia', ' rose']"
wake-up-feel-good,"['yuzu', 'mint']"
miss-charming,"['mandarin orange', 'gardenia']"
cuir-mojito,"['lime', ' mint', ' rum', ' saffron', ' grass', 'violet', ' geranium', ' lily-of-the-valley', ' patchouli']"
united-colors-of-benetton-woman,"['mandarin orange', ' neroli', ' hawthorn', 'heliotrope', ' cotton flower', ' iris']"
pulse,"['lavender', ' mint', ' bergamot', 'dark chocolate', ' vanilla', ' caraway', ' cinnamon', ' orange blossom']"
xx-very-nice,"['black currant', ' bergamot', ' melon', 'pear', ' peony', ' lily-of-the-valley', ' apricot', ' cinnamon']"
amazon-lily,"['lime', ' tangerine', ' bergamot', 'lily']"
glamour-fantasy,"['macarons', ' sour cherry', ' raspberry', 'big strawberry', ' jasmine sambac']"
cafe-green,"['bergamot', ' mandarin orange', ' pear', ' peach', 'tea', ' jasmine', ' rose']"
ravenclaw-parfum,"['bergamot', ' mint', ' petitgrain', 'cascalone', ' cardamom', ' lily-of-the-valley']"
jf9-red,"['lavender', ' mandarin orange', ' bergamot', ' herbal notes', 'jasmine', ' orange blossom', ' sage', ' geranium', ' rosemary', ' basil']"
dana,"['grapefruit', 'ylang-ylang']"
pillow-lips,"['raspberry', ' peach', ' lime', 'champaca', ' rose']"
peach-fields,"['white peach', ' grapefruit', ' mandarin orange', 'osmanthus', ' lily-of-the-valley', ' vanilla']"
contemporary,"['bergamot', ' grapefruit', ' juniper', 'mint', ' geranium', ' violet', ' lavender', ' jasmine', ' rosemary', ' clary sage']"
the-bell-chime-kolokol-nyj-zvon,"['metallic notes', ' aldehydes', ' clementine', ' lemon', 'lily', ' clover']"
dream,"['red apple', 'orange blossom', ' white flowers']"
apparition-pink,"['yuzu', ' pink pepper', ' pear', 'rose', ' raspberry', ' hyacinth']"
amber-oud-private-edition,"['bergamot', ' green notes', 'melon', ' sweet notes', ' amber', ' pineapple', ' cedarwood']"
pink-breeze,"['floral notes', ' sweet notes', 'magnolia', ' tuberose', ' raspberry', ' freesia', ' coconut', ' strawberry', ' cherry', ' custard']"
avon-beautiful-butterfly,"['green apple', ' nectarine', ' lemon', 'lily-of-the-valley', ' gardenia', ' jasmine']"
lush-fleur,"['raspberry', ' bergamot', ' mandarin orange', 'damask rose', ' jasmine', ' gardenia']"
ocean-blue,"['rosemary', ' cedar needles', ' orange', ' caraway', 'sea notes', ' water notes']"
hugo-jeans-man,"['grapefruit', ' lime', 'juniper berries', ' mint']"
kriska,"['peach', ' plum', ' apricot', ' pineapple', ' blackberry', ' orange blossom', ' cardamom', ' galbanum', ' osmanthus', ' cassis', ' bergamot', ' green notes', 'carnation', ' tuberose', ' ylang-ylang', ' rose', ' lily', ' gardenia', ' jasmine', ' hyacinth', ' freesia', ' lily-of-the-valley']"
l-air-du-temps-cristal-d-or,"['carnation', ' brazilian rosewood', ' rose', ' bergamot', ' neroli', ' peach', 'carnation', ' ylang-ylang', ' gardenia', ' cloves', ' jasmine', ' rose', ' violet', ' orris root', ' rosemary', ' orchid']"
quasar-rush,"['sicilian lemon', ' mint', ' pineapple', ' rosemary', ' mandarin orange', ' basil', ' cardamom', ' nutmeg', 'water notes', ' lavender', ' violet leaf', ' cedar', ' cashmeran', ' amber', ' moss', ' coriander']"
city-jungle,"['metallic notes', ' coconut milk', ' kiwi', 'water lily', ' peach', ' freesia', ' orange blossom']"
love,"['black currant', ' blueberry', 'orange', ' grapefruit', ' benzoin']"
brillant-nuage-d-or,"['pear', ' melon', ' bergamot', 'freesia', ' lily-of-the-valley', ' tuberose']"
cristal,"['pink pepper', ' bergamot', ' green apple', ' black currant', ' orange', 'earl grey tea', ' lily', ' jasmine', ' rose', ' mango', ' apricot', ' iris']"
bel-ange,"['litchi', ' bergamot', 'cranberry', ' red currant', ' cherry blossom', ' lily-of-the-valley', ' magnolia', ' iris']"
collection-privee-alizes,"['lavender', ' cardamom', ' basil', ' tangerine', 'water lily', ' lotus', ' hibiscus']"
autumn-rhythm,"['green notes', ' bergamot', 'orris root', ' cashmeran', ' mate', ' lily-of-the-valley']"
mimosa-cologne,"['ylang-ylang', ' geranium', 'jasmine', ' mimosa']"
diesel-green-masculine-special-edition,"['green leaves', ' fir', ' orange', ' mandarin orange', 'ginger', ' carnation', ' geranium', ' cyclamen', ' orchid']"
raven,"['rhubarb', ' mandarin orange', 'peony', ' pink lotus']"
amberbomb,"['coffee', ' plum', ' strawberry', ' coconut', ' apple', 'iris', ' lily of the valley', ' jasmine', ' rose']"
optimistic-for-her,"['grapefruit', ' pink pepper', ' red berries', 'cranberry', ' litchi', ' sweet pea']"
apple-temptation,"['apple', ' cucumber', ' melon', ' black currant', 'rose', ' lily-of-the-valley']"
rock-princess-2023,"['peach', ' ylang-ylang', ' lily of the valley', 'damask rose', ' sandalwood', ' night blooming jasmine']"
jaspe,"['lavender', ' bergamot', 'fern', ' geranium', ' nutmeg', ' cardamom']"
c-thru-coral-dream,"['wormwood', ' juniper berries', ' pepper', 'rose', ' violet']"
heidi-klum,"['geranium', ' bergamot', ' mandarin orange', 'nutmeg', ' iris', ' jasmine']"
ylang-ylang-espresso,"['sichuan pepper', ' rose', ' tangerine', 'ylang-ylang', ' patchouli', ' tiramisu', ' jasmine']"
fcuk-connect-her,"['lotus', ' bergamot', ' lily-of-the-valley', 'jasmine', ' peony', ' violet']"
french-bouquet,"['aldehydes', ' coriander', ' bergamot', 'rose', ' jasmine', ' orange blossom']"
boss-alive-eau-de-toilette,"['mandarin orange', ' apple', ' magnolia', ' lemon', 'jasmine sambac', ' clary sage', ' may rose']"
vovo,"['ambrette (musk mallow)', ' cardamom', ' ginger', 'lily-of-the-valley', ' sandalwood', ' cedar']"
cuide-se-bem-bubbaloo-tutti-frutti,"['cotton candy', ' mandarin orange', 'bubbaloo', ' strawberry', ' peach', ' jasmine']"
itisdream,"['grapefruit', ' black currant', ' red apple', 'rose', ' magnolia', ' hyacinth']"
sheer-tiffany,"['blood orange', ' tangerine', ' clementine', 'lily-of-the-valley', ' water hyacinth', ' magnolia', ' jasmine', ' peony']"
flirty-bella,"['lemon peel', ' basil', ' ginger', 'blackberry', ' lily-of-the-valley', ' jasmine']"
ex-cla-ma-tion-blush,"['tagetes', ' violet leaf', ' mandarin orange', ' bergamot', 'lily', ' jasmine', ' lilac', ' ylang-ylang']"
her-secret-game,"['mandarin orange', ' pineapple', ' strawberry', ' raspberry', ' bergamot', 'green leaves', ' jasmine', ' tuberose', ' gardenia']"
love-forever-green,"['green notes', ' water notes', ' fruity notes', 'lily-of-the-valley', ' tuberose', ' jasmine']"
rosa-muscosa,"['rose', ' geranium', ' blackberry', ' cassis', ' peach', 'turkish rose', ' patchouli', ' violet', ' jasmine']"
gianmarco-venturi-femme,"['fruits', 'flowers']"
vanilla,"['rose', ' sugar', ' lemon', 'white musk', ' loukhoum']"
freesia-d-or,"['african orange flower', ' ylang-ylang', 'freesia', ' jasmine', ' tonka bean', ' iris']"
anime-sante,"['frangipani', 'almond milk', ' melon']"
euro,"['coriander', ' bergamot', ' artemisia', 'carnation', ' patchouli', ' jasmine']"
julia,"['rhuburb', ' black currant', ' mandarin orange', 'hyacinth', ' violet', ' jasmine']"
be-st,"['black currant', ' bergamot', ' green apple', 'lilac', ' peony', ' pink pepper', ' jasmine']"
with-you,"['pink grapefruit', ' petitgrain', ' mandarin orange', 'syringa', ' rose', ' freesia']"
burnt-flower,"['cinnamon', ' cade oil', ' mandarin orange', ' grapefruit', ' bergamot', 'tuberose', ' cloves', ' coconut', ' iris']"
let-s-travel-to-paris-for-men,"['sage', ' apple', ' bergamot', 'sea notes', ' rosemary', ' violet']"
hakka,"['mint', ' green leaves', ' bergamot', 'lotus', ' lily', ' jasmine', ' iris']"
sans-fleurs,"['rum', ' vanilla', 'fennel', ' ambergris', ' amyris']"
delicious-sensations-caramapple,"['caramel', 'green apple']"
full-speed-surfer,"['ozonic notes', ' lime', 'peppermint', ' cardamom', ' betel pepper']"
rare-onyx,"['dark plum wu mei', ' neroli', ' apricot', 'rose', ' lotus', ' mimosa']"
blonde-rose,"['aldehydes', ' water notes', 'rose', ' peony', ' jasmine']"
fenice,"['passionfruit', ' peach', 'magnolia', ' lily', ' orange blossom', ' amber']"
l-eau-kenzo-pour-femme-sunlight-edition-limitee,"['lemon', 'osmanthus', ' lotus']"
charlie-black,"['mandarin orange', ' cherry', ' litchi', 'almond', ' caramel']"
dare-to-shine,"['pear', ' raspberry', ' pink pepper', 'tiare flower', ' jasmine sambac', ' heliotrope']"
rival,"['cinnamon', ' lemon', ' mandarin orange', 'violet leaf', ' star anise', ' geranium']"
kokete-2,"['peach', ' lily of the valley', ' water lily', 'melon', ' rose', ' hyacinth']"
so-essential,"['pomegranate', ' mandarin orange', ' kiwi', 'sweet pea', ' rose', ' nectarine']"
promenade,"['sea water', ' lotus', ' mandarin orange', ' freesia', 'lily', ' peony', ' white rose', ' cloves']"
boom-couture,"['strawberry', ' wild strawberry', ' blackberry', ' bergamot', 'vanilla orchid', ' tiare flower', ' freesia']"
gracefl,"['lime', 'freesia', ' peony', ' lily-of-the-valley', ' juniper']"
iceberg-effusion-woman,"['grapefruit', ' passionfruit', ' kiwi', 'nutmeg', ' freesia', ' cardamom', ' jasmine', ' violet', ' rose']"
